Movie,Worldwide Net Revenue
Nothing,-3936820 
The Loved Ones,-3987698 
1776,-4000000 
Hell's Angels,-4000000 
Purple Violets,-4000000 
Replicas,-4000000 
The Helpers,-4000000 
The Veil,-4000000 
The Perfect Wave,-4000000 
How to Fall in Love,-4000000 
Chain of Command,-4000000 
The Ninth Configuration,-4000000 
Gone with the Wind,386625192 
A Man for All Seasons,24450000 
Ben-Hur: A Tale of the Christ,5100000 
Mugge & vejfesten,-3851257 
Network,19889877 
Down for Life,-3758086 
The Good Heart,-3050314 
Major Dundee,-3785127 
Hevi reissu,-3778024 
The Taking of Pelham One Two Three,-3800000 
Annie Get Your Gun,4231215 
L’attentat,-512025 
Casa de Areia,-2571825 
Four Lions,4857693 
Slow West,-1660928 
Defendor,-3705538 
Kono sekai no katasumi ni,16044935 
The Ballad of Cable Hogue,1283054 
The Pirate,-744000 
The History Boys,9747998 
Unknown,-344952 
Midnight Cowboy,41196329 
Billy: The Early Years of Billy Graham,-3279104 
Crown Vic,-3596132 
Ut?ya 22. juli,-3377460 
Airplane!,79953539 
M*A*S*H,78100000 
The Full Monty,257749383 
Truth or Dare,91792744 
Menace II Society,24231527 
Friday,24436778 
The Witch,36929635 
Winchester,42460255 
Call Me by Your Name,38152081 
Empire,14995444 
Dark Skies,24204111 
Forever My Girl,12876066 
Creepshow 2,10500000 
In Cold Blood,9507551 
The Nun's Story,9300000 
Frenzy,9100000 
Harper,8500000 
I Got the Hook-Up!,6817779 
She's the One,10295053 
Terror Train,4500000 
Gods and Monsters,2951628 
El secreto de sus ojos,37027719 
Evil Dead II,2427557 
Day of the Dead,30504262 
First Reformed,488612 
Pootie Tang,-206742 
Honey Boy,-84279 
The House Next Door: Meet the Blacks 2,-606340 
"Don’t Worry, He Won’t Get Far on Foot",1022504 
Believe,-2609697 
La otra conquista,-2613590 
American Honey,-888250 
The Bronze,-2884184 
Trolljegeren,2206638 
Ira and Abby,-3278904 
The Masked Saint,-3317305 
Winter Passing,-3386217 
D.E.B.S.,-3403207 
Time to Choose,-3470767 
Surveillance,-2103605 
Taxman,-3490129 
The Kick,-3459378 
The Betrayed,-3500000 
The Secret,-3500000 
2:13,-3500000 
"Batman: The Dark Knight Returns, Part 2",-3500000 
In the Name of the King III,-3500000 
Wicked Blood,-3500000 
Dawn Patrol,-3500000 
Jagten,14859793 
Lords of London,-3440000 
La marche de l'empereur,129876359 
High Anxiety,27663038 
Margin Call,17033227 
Choke,724277 
L'incomparable mademoiselle C.,-2906095 
La Tourneuse de Pages,7782908 
August,-3387364 
Babysitting,21164100 
To Write Love On Her Arms,-3400000 
Vilaine,-3400000 
Carousel,-3376396 
Whiplash,35823993 
Bella,9105473 
Cidade de Deus,28759295 
Human Traffic,2122740 
The Dead Girl,-3280125 
The Opposite Sex,-3215631 
A Christmas Story,17390209 
Class of 1984,3715361 
Entre les murs,30864067 
Dreaming of Joseph Lees,-3242320 
Rosemary's Baby,30196740 
Sorry to Bother You,15085560 
The Man Who Shot Liberty Valance,4800000 
Maria Full of Grace,11241158 
Beginners,11114407 
The Meddler,2326942 
Adam,-365515 
Feast,-2509128 
It’s a Wonderful Life,13240592 
Trainspotting,68448935 
Antiviral,-2976593 
National Lampoon's Animal House,138600000 
Paranormal Activity 2,174512032 
War Room,70989734 
The Purge,88266581 
Goldfinger,121900000 
Sinister,84727807 
The Original Kings of Comedy,35236338 
The Bridge on the River Kwai,30300000 
Coming Home,29653000 
Serpico,24274150 
Waking Ned Devine,52193251 
Air Bud,24788649 
Bowling for Columbine,55240487 
A Nightmare on Elm Street Part 2: Freddy’s Reve…,18163999 
A Room with a View,18042007 
Love and Death,17123742 
Friday the 13th Part VI: Jason Lives,16472523 
Martin Lawrence Live: RunTelDat,16184820 
The Apartment,21599998 
The Farewell,22466013 
Cat on a Hot Tin Roof,14570324 
Beneath the Planet of the Apes,14489009 
Pokemon 3: The Movie,65452128 
Jason Goes to Hell: The Final Friday,12935068 
Spaced Invaders,12000000 
The Case for Christ,14966760 
Love & Friendship,20934375 
Family Plot,10200000 
Torn Curtain,10000000 
Upgrade,13976561 
Dave Chappelle's Block Party,9051924 
Krush Groove,8052713 
Impractical Jokers: The Movie,7466091 
Elmer Gantry,7400064 
Next Day Air,7172519 
Judgment at Nuremberg,7000000 
Belly,6639390 
Trippin’,6017070 
Red River,6012000 
The Deep End,6981635 
Before Midnight,20241189 
Teen Wolf Too,4888000 
The Collector,7473836 
Phantasm II,4282851 
Let There Be Light,4241309 
Phat Girlz,4301115 
Woman Thou Art Loosed,3879730 
Real Women Have Curves,4777790 
Gallipoli,2732587 
Water,8322573 
The Last Black Man in San Francisco,1637842 
Don’t Think Twice,1417983 
Swiss Army Man,2837111 
East is East,27438635 
Whipped,1142507 
Kama Sutra,1109095 
Frances Ha,8216237 
Please Give,1566662 
Willy Wonka & the Chocolate Factory,1065791 
Warlock: The Armageddon,902679 
8 Heads in a Duffel Bag,1002884 
Days of Heaven,660880 
Thirteen Conversations About One Thing,705923 
Compadres,4445044 
Jawbreaker,76820 
Basquiat,-37949 
Tsotsi,8537539 
Letters to God,237452 
Happiness,2746453 
I'm in Love with a Church Girl,-496608 
DysFunkTional Family,-745000 
Tusk,-1112446 
The Wall,1495262 
Elephant,7051516 
Damsels in Distress,-1675701 
Oldboy,3219559 
Hobo with a Shotgun,-2165047 
The D Train,-2183506 
Creature,-2466765 
Bachelorette,9577401 
Fish Tank,2922292 
Everybody Wants to Be Italian,-2648584 
The Bounce Back,-2578596 
Freeway,-2704507 
Love's Abiding Joy,-2747274 
Dead Alive,-2757377 
The Climb,-1972957 
Chain Letter,-1977547 
Tim and Eric's Billion Dollar Movie,-2776348 
Holly,-2836931 
Hard Eight,-2857644 
The Eclipse,-2866589 
The Grand,-2884121 
Sommersturm,-2904796 
Fort McCoy,-2921052 
The Gambler,-2898227 
Just Looking,-2960148 
Before We Go,-2516062 
The Divide,-2843638 
Tanner Hall,-2994927 
My Big Fat Independent Movie,-2995345 
Demonic,1668109 
à l\'intérieur,-2104068 
3 From Hell,-2880991 
They Came Together,-2917220 
Open Road,-2952531 
Alice in Wonderland,-3000000 
Barry Munday,-3000000 
The Deported,-3000000 
Chicago Overcoat,-3000000 
Never Back Down 2: The Beatdown,-3000000 
AWOL-72,-3000000 
30 Nights Of Paranormal Activity With The Devil…,-3000000 
Enter the Dangerous Mind,-3000000 
Something Wicked,-3000000 
Point Blank,-3000000 
Iguana,-3000000 
Four Single Fathers,-3000000 
Amnesiac,-3000000 
Unnatural,-3000000 
Close Range,-3000000 
Candyman 3: Day of the Dead,-3000000 
The Harvey Girls,1169000 
Cinderella,260691415 
Central do Brasil,14106158 
Pocketful of Miracles,2100000 
Boynton Beach Club,227472 
Freakonomics,-2727133 
Griff the Invisible,-2874065 
Some Like it Hot,22155026 
High Tension,3585262 
Young Frankenstein,83500489 
The Omen,45777431 
Hustle & Flow,20791783 
Friday the 13th Part VII: The New Blood,16370001 
Midnight Sun,24152508 
Phoenix Forgotten,897729 
Artie Lange's Beer League,-2325000 
"Hvítur, Hvítur Dagur",-1963400 
The Wizard of Oz,32172482 
Diary of the Dead,2644447 
Deux,-1422177 
The Black Stallion,35099643 
Ulee's Gold,12900000 
Indivisible,889633 
Lage Raho Munna Bhai,28817561 
Le fils de l’autre,3269923 
Sardaar Ji,5500000 
Rejsen til Saturn,2677665 
Donovan's Reef,3914000 
Diane,-2660000 
The Dress,-2633444 
A Guy Named Joe,2736000 
Blazing Saddles,116900000 
Friday the 13th Part IV: The Final Chapter,30380880 
Ida,12698355 
Maurice,705831 
Riding Giants,692333 
Los Cronocrímenes,-2035526 
La Cara Oculta,4433931 
Timber Falls,-2528752 
Silver Medalist,-2600000 
"Fat, Sick & Nearly Dead",-2600000 
Singin' in the Rain,4696860 
Bonnie and Clyde,48200128 
A Haunted House,57422558 
2016: Obama’s America,30849941 
Kevin Hart: Let Me Explain,29827255 
Garden State,33528802 
That Thing You Do!,32057416 
Halloween II,23033818 
Halloween 3: Season of the Witch,11900000 
Religulous,11381317 
Escape from the Planet of the Apes,9800000 
Hud,7500000 
The Spectacular Now,4416951 
My Own Private Idaho,3902775 
Before Sunrise,3191852 
Hunt for the Wilderpeople,21400842 
Robot & Frank,2434356 
Sur Le Seuil,-486948 
Jesus' Son,-812452 
Saving Face,-1230295 
Brick Lane,1338486 
The Lost Medallion: The Adventures of Billy Stone,-1950368 
My Life Without Me,9767275 
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,-2002805 
Super,-1906067 
Her Smell,-2193783 
Fuel,-2325745 
Valley of the Hearts Delight,-2381334 
The Other End of the Line,-1992554 
8: The Mormon Proposition,-2399720 
Sleep Dealer,-2391093 
Eye of the Dolphin,-2427740 
Underdogs,-1107351 
Anatomie,-2490402 
Echo Boomers,-496567 
The Calling,-2500000 
Alien Uprising,-2500000 
Christmas Mail,-2500000 
Stung,-2500000 
Sky Sharks,-2500000 
8 Days,-2500000 
Antibirth,-2500000 
The Rise of the Krays,-2500000 
Not Safe For Work,-2500000 
Malcolm & Marie,-2500000 
Go For It!,-2267642 
Get on the Bus,3291854 
Thr3e,-979582 
Idiocracy,-1899704 
Nikté,-1066109 
The Kindergarten Teacher,-1847812 
Always Woodstock,-2400000 
This is England,6359576 
Bathing Beauty,1139000 
Do You Believe?,12328921 
Show Boat,8700000 
Profile,-461795 
"Dancer, Texas Pop. 81",-1725162 
A Mouthful of Air,-2030565 
Frontera,-2240304 
Redemption Road,-2270616 
The Toxic Avenger Part II,-2271050 
Eden,-2300000 
The Brave Little Toaster,-2300000 
Pinocchio,82010753 
Fantasia,81040832 
Friday the 13th Part 3,34440067 
The French Connection,38959421 
Friday the 13th Part V: A New Beginning,19730418 
The Last Sin Eater,-1811610 
Louise-Michel,3282242 
Impact Point,-2200000 
The Valley of Decision,6972000 
Chicken Tikka Masala,-2122135 
Jack Brooks: Monster Slayer,-2150000 
The Best Years of Our Lives,21500000 
Bully,-718176 
Elling,-1700963 
Mi America,-2096670 
[Rec],21166821 
Infected,-2100000 
Lies in Plain Sight,-2100000 
The Timber,-2100000 
Sharkskin,-2100000 
Jackass: The Movie,77282312 
Courageous,33680886 
From Russia With Love,76900000 
Mad Max 2: The Road Warrior,22601332 
Notorious,22493053 
In the Heat of the Night,22407647 
Sleeper,16344729 
Everything You Always Wanted to Know,16016290 
It Follows,21236296 
Eighth Grade,12348020 
To Kill A Mockingbird,11129846 
Silent House,14610760 
Boys Don't Cry,18741000 
Das Leben der Anderen,79197047 
Hardcore Henry,15187434 
Lolita,7250000 
Boom Town,7172000 
Gentleman's Agreement,5800000 
The Hustler,5600000 
Witchboard,5369373 
Les Triplettes de Belleville,15400005 
Smoke Signals,5756617 
Winter’s Bone,14131551 
Meet the Mormons,4049171 
American Splendor,6685632 
The Florida Project,9275645 
All Saints,3946780 
Before Sunset,9217346 
Amores Perros,18883834 
The Company You Keep,19087760 
Thirteen,7505996 
Touching the Void,13396525 
Inside Job,5799257 
Alexander's Ragtime Band,2000000 
Me and You and Everyone We Know,7615464 
We Are Your Friends,8153415 
Harsh Times,4225304 
Ghost Dog: The Way of the Samurai,8672492 
Minari,13474659 
Captive,791973 
Full Frontal,1438804 
Hearts Beat Loud,469510 
The Resurrection of Gavin Stone,303792 
Waltz with Bashir,11912289 
Strangers with Candy,77844 
Night on Earth,63656 
Nemesis,1124 
Shortbus,-2503 
Son of Rambow: A Home Movie,9263263 
"The Book of Mormon Movie, Volume 1: The Journey",-339135 
Hamlet,419669 
The Diary of a Teenage Girl,279959 
No End In Sight,-566681 
Locke,88390 
Get Real,-847589 
In the Shadow of the Moon,175587 
Meek's Cutoff,-130072 
The Babadook,5482387 
Sharkwater,-279167 
Inside Deep Throat,-1308120 
Dinner Rush,-924496 
The Virginity Hit,-1363294 
Clockwatchers,-1460039 
Monos,13217 
Subway,-336704 
House of D,-1533894 
Teeth,350641 
Stonewall,-1695398 
Sherrybaby,-1240496 
The Last Five Years,-1794702 
Six-String Samurai,-1865376 
Hum to Mohabbt Karega,-1878193 
It's All Gone Pete Tong,226603 
Saint John of Las Vegas,-1897355 
Pump,-1910213 
24 7: Twenty Four Seven,-1927456 
Roadside Romeo,46090 
Eureka,-1923346 
Lost River,9644 
This Thing of Ours,-1962773 
Knock Knock,4328516 
Growing up Smith,-1964688 
Super Capers,-1969045 
Being Charlie,-1967036 
The First Time,-1977164 
Return of the Living Dead 3,-1979000 
The Missing Person,-1982104 
London,-1987333 
Circle,-1989976 
Eden Lake,2294373 
Jerusalema,-1989321 
Say Uncle,-1994639 
Plush,-1971136 
The Ghastly Love of Johnny X,-1997564 
Lesbian Vampire Killers,1620902 
Grave Encounters,151887 
Bone Tomahawk,-1524154 
Freeze Frame,-1894623 
Stitches,-1936445 
"To Be Frank, Sinatra at 100",-1999074 
The Walking Deceased,-1999957 
Bananas,-2000000 
Nine Dead,-2000000 
No Man's Land: The Rise of Reeker,-2000000 
Rockaway,-2000000 
Wings,-2000000 
The Lady from Shanghai,-2000000 
Straight A's,-2000000 
The Legend of Hell’s Gate: An American Conspira…,-2000000 
Highway,-2000000 
Small Apartments,-2000000 
Coffee Town,-2000000 
Lucky Dog,-2000000 
Pendulum,-2000000 
A Funny Thing Happened on the Way to the Forum,-2000000 
Slacker Uprising,-2000000 
True Bromance,-2000000 
The Curse of Downers Grove,-2000000 
Wind Walkers,-2000000 
The Dog Lover,-2000000 
Shark Lake,-2000000 
Stagecoach: The Texas Jack Story,-2000000 
High Flying Bird,-2000000 
Miracle at Sage Creek,-2000000 
Rebirth,-2000000 
Donkeyhead,-2000000 
Alligator,-2000000 
Buried,19282640 
The Marine 4,-1950000 
Taxi Driver,26547834 
River's Edge,2700000 
Man on Wire,3717067 
Nowhere Boy,5885229 
Northfork,-454860 
Brotherly Love,-1421405 
Submarine,2681937 
The Square,-1159068 
ABCD (Any Body Can Dance),8237234 
Chacun sa nuit,-1760683 
Stranded,-1614407 
Vaalu,-1887556 
Closet Monster,-1750252 
The Last Exorcism,68365900 
Carrie,24086736 
A Nightmare on Elm Street,23742906 
Beasts of the Southern Wild,21465132 
Dr. Strangelove,7434599 
Battle for the Planet of the Apes,7000000 
A Streetcar Named Desire,6206845 
Hang 'em High,5000000 
El crimen de padre Amaro,4049791 
Songcatcher,1250934 
Higher Ground,-957307 
POM Wonderful Presents: The Greatest Movie Ever…,-1016267 
Travellers and Magicians,-477839 
Ed and his Dead Mother,-1799327 
Deadline,-1800000 
Sublime,-1800000 
Dysfunctional Friends,-1800000 
Independence Daysaster,-1800000 
Against the Wild,-1800000 
Beginner’s Guide to Sex,-1800000 
Hamsterit,-1153343 
The Assistant,-429391 
Lola rennt,21129194 
May,-1115197 
I Spit on Your Grave,-471529 
Girl,6969182 
Living Dark: The Story of Ted the Caver,-1750000 
J?rjett?m?n paska idea,-1522509 
In the Bedroom,40437871 
La misma luna,21571741 
Conquest of the Planet of the Apes,8000000 
The Lunchbox,13817886 
Grace Unplugged,807159 
"Happy, Texas",1191228 
Saul fia,7996537 
My Summer of Love,3027375 
Yes,-1038779 
Braid,-1579255 
From Here to Eternity,28850000 
You Can't Take It With You,2356000 
Kiljuset!,-647387 
Foolish,4426908 
She Wore a Yellow Ribbon,3800000 
The Conversation,2974909 
N-Secure,995644 
Sukkar banat,12653760 
Out of the Dark,-1180572 
Bubble,-1454618 
Dil Jo Bhi Kahey...,-1470681 
Mississippi Mermaid,1027795 
Two Night Stand,-731919 
You Instead,-1377618 
I Love Your Work,-1596736 
Intruders,-1578981 
The King’s Thief,-1577000 
Insidious,98370886 
Moonlight,63447938 
Cabin Fever,28851664 
Waitress,20717183 
Kickboxer,13033681 
Bloodsport,10306119 
Mr. Smith Goes To Washington,7500000 
Unsane,12796709 
Kids,18912216 
The Squid and the Whale,9691423 
Kissing Jessica Stein,7845061 
Spellbound,5500000 
Run the Race,4924420 
Dawn of the Dead,53500000 
Exotica,3546118 
The To Do List,2628828 
The Gatekeepers,1092308 
Buffalo '66,881227 
Repo Man,800000 
I’m Not Ashamed,582980 
Blood Simple,1230877 
Nueve Reinas,10912889 
The Lords of Salem,41131 
31,-577273 
The Ballad of Jack and Rose,-373742 
Unsullied,-989043 
Killing Zoe,-1081047 
The Believer,340248 
Snow Angels,-1085596 
Session 9,203434 
MOOZ-lum,-1127761 
I Want Someone To Eat Cheese With,-1305432 
Amigo,-1315295 
Hatchet,-1259604 
My Name is Bruce,-1326934 
The Disappearance of Alice Creed,105139 
Modern Times,-1270451 
The Salon,-1360916 
The Square,-1323738 
Stolen Summer,-1380159 
Road Hard,-1386831 
Forty Shades of Blue,-1327431 
Trucker,-1447571 
Pontypool,-1468084 
"Me, You and Five Bucks",-1497895 
Playback,-1445055 
Housebound,-1263137 
Teefa in Trouble,-1401194 
Wal-Mart: The High Cost of Low Price,-1441308 
Closer to the Moon,-1494604 
Fetching Cody,-1500000 
The Lion of Judah,-1500000 
Once Upon a Time in Queens,-1500000 
Girlhouse,-1500000 
Mutant World,-1500000 
#Horror,-1500000 
Checkmate,-1500000 
Snow White and the Seven Dwarfs,183437486 
Shalako,1165000 
Vuosisadan h??t,-1305511 
El abrazo de la serpiente,3387818 
Werk ohne Autor,7648951 
Mustang,4152584 
The Holy Girl,-138208 
La chambre bleue,545420 
Incident at Loch Ness,-1343927 
Eddie: The Sleepwalking Cannibal,-1398368 
My Girlfriend's Boyfriend,-1400000 
Kurmanjan datka,-1400000 
House at the End of the Drive,-1400000 
Batman: The Movie,-1377800 
"Lock, Stock and Two Smoking Barrels",27006188 
The Ballad of Gregorio Cortez,-396000 
San Francisco,3973000 
Festen,349337 
Trees Lounge,-550259 
The Girlfriend Experience,-294160 
Journey from the Fall,-664695 
The Basket,-690958 
Above and Beyond,-1011249 
Def-Con 4,-1089096 
Corpus Christi,9651283 
Neal n' Nikki,-970379 
The Hebrew Hammer,-1209787 
Los insolitos peces gato,-1245335 
Simon,438663 
Sztuka kochania. Historia Michaliny Wislockiej,7961982 
The Possession of Michael King,1436371 
Forget Me Not,-1286535 
The 41-Year-Old Virgin Who Knocked Up Sarah Mar…,-1300000 
The Algerian,-1300000 
Rebecca,4714370 
Friday the 13th Part 2,20472776 
The Lost Weekend,9750000 
C.H.U.D.,3450000 
Dear White People,4153771 
Filly Brown,1690411 
Niagara,1250000 
Bodom,-523540 
How Green Was My Valley,-1250000 
Da Sweet Blood of Jesus,-1250000 
Pertsa & Kilu 2,-910505 
Saw,102680027 
"Sex, Lies, and Videotape",35541667 
Super Troopers,21982223 
Monsoon Wedding,25825600 
You Can Count on Me,9627356 
Strangers on a Train,5821461 
The Trouble with Harry,5800000 
"Il buono, il brutto, il cattivo",4903885 
The Day the Earth Stood Still,2500000 
Home Run,1659955 
Reservoir Dogs,1790680 
But I'm a Cheerleader,1309344 
The Wrong Man,800000 
The Rocky Horror Picture Show,1117524 
The Blue Bird,-313000 
Blue Like Jazz,-604982 
Que Horas Ela Volta?,2049041 
Q,-945000 
Down & Out with the Dolls,-1141064 
"Pink Ribbons, Inc.",-1173392 
Blood Feast,-1191292 
Certifiably Jonathan,-1192174 
La navaja de Don Juan,-1195746 
Ostatnia Rodzina,1483618 
Extreme Movie,-1118662 
The Charge of the Light Brigade,-1200000 
Grand Theft Parsons,-1200000 
Below Zero,-1200000 
Crowsnest,-1200000 
Airborne,-1200000 
Strange Frame,-1200000 
Cotton Comes to Harlem,-1200000 
Bleeding Hearts,-1200000 
The Wicked Within,-1200000 
The Islands,-1200000 
God’s Not Dead,62627092 
Waiting...,17548274 
Dead Man's Shoes,-710264 
The Fog,20345868 
Wolf Creek,27905064 
Ong-Bak,22951852 
Serbuan maut,8197407 
Down by Law,336000 
The Offspring,255728 
Sex with Strangers,-852260 
Estiu 1993,1651844 
Summerland,314596 
Beyond the Black Rainbow,-1043509 
Dracula: Pages from a Virgin's Diary,-1018629 
The Sleepwalker (2014),-1046760 
Departure,-1072439 
Faith Like Potatoes,-1100000 
Lake Mungo,-1100000 
Silent Running,-1100000 
The Dead Undead,-1100000 
The Vatican Exorcisms,-1100000 
Rocket Singh: Salesman of the Year,4278767 
Casablanca,9494565 
Rocky,224000000 
The Devil Inside,100759490 
Tom Jones,36600000 
Unfriended,63364198 
An Inconvenient Truth,52365925 
You're Next,25887177 
Chernobyl Diaries,41411721 
The Howling,16985130 
Dr. No,58567035 
Hellraiser,13575148 
"Hello, My Name is Doris",13662703 
X,14131549 
Cry Wolf,14943081 
Godzilla 2000,9037390 
Blue Valentine,15566240 
Transamerica,15553163 
Beyond the Valley of the Dolls,8000000 
Love Me Tender,8000000 
Unfriended: Dark Web,15434588 
Sands of Iwo Jima,6803339 
The Green Inferno,11931420 
I Am Not Your Negro,8617402 
The Sessions,10495204 
Shine a Light,15173879 
October Baby,4391992 
The Skeleton Twins,4797192 
20 Feet From Stardom,4892466 
"Food, Inc.",3731944 
An Inconvenient Sequel,4839322 
Next Stop Wonderland,2465703 
Obvious Child,2324070 
Martha Marcy May Marlene,4438911 
Junebug,2553253 
Frozen River,5030129 
Sidewalks of New York,2575308 
Two Girls and a Guy,1315026 
The Broken Hearts Club: A Romantic Comedy,1022442 
Who Killed the Electric Car?,849392 
The Secrets of Jonathan Sperry,355079 
Walking and Talking,615787 
Bubba Ho-Tep,492895 
No Man's Land,1684207 
Slam,87521 
Visages villages,3013278 
Brigham City,-147794 
Patti Cake$,471090 
Panic,425707 
Palo Alto,156309 
Fiza,179462 
Ajami,1721096 
Orgazmo,-372713 
The Future,239174 
All the Real Girls,-296980 
23 Blast,-450815 
Dream With The Fishes,-457091 
The Act of Killing,227316 
Blue Car,-524633 
Wristcutters: A Love Story,-526231 
Luminarias,-571465 
Bo Gia,-650000 
I Origins,-147601 
L'inconnu du lac,1697234 
Antarctica: A Year on Ice,-711243 
The Battle of Shaker Heights,-160855 
Taxi to the Dark Side,-695528 
The Invitation,-645164 
Guiana 1838,-772759 
Love Liza,-786863 
Once in a Lifetime: the Extraordinary Story of …,-784441 
Lisa Picard is Famous,-886567 
Beyond the Brick: A LEGO Brickumentary,-898469 
Hardflip,-903266 
Creative Control,-936986 
Chocolate: Deep Dark Secrets,549000 
The Perfect Host,-948413 
The Land,-956244 
The Last Big Thing,-977566 
Safe Men,-978790 
Speedway Junky,-982873 
Hits,-984844 
The Specials,-987004 
16 to Life,-988426 
Alone with Her,-155623 
Camp X-Ray,-898947 
Special,-973178 
The Sisterhood of Night,-993130 
Sparkler,-994506 
The Helix…Loaded,-996300 
Childless,-998964 
In Her Line of Fire,-999116 
The Jimmy Show,-999297 
El Cuaderno de Sara,5298717 
Heli,-447386 
American Hero,-892410 
Karachi se Lahore,-982279 
Loving Annabelle,-994618 
Frat Party,-1000000 
Jimmy and Judy,-1000000 
The Party's Over,-1000000 
The Poker House,-1000000 
Proud,-1000000 
Steppin: The Movie,-1000000 
Zombies of Mass Destruction,-1000000 
Snow White: A Deadly Summer,-1000000 
Truth or Die,-1000000 
Black Rock,-1000000 
Hidden Away,-1000000 
My Last Day Without You,-1000000 
Zombie Hunter,-1000000 
Doc Holliday’s Revenge,-1000000 
A Fine Step,-1000000 
Fear Clinic,-1000000 
Virunga,-1000000 
The Pet,-1000000 
Bang Bang Baby,-1000000 
Hush,-1000000 
1982,-1000000 
The Horror Network,-1000000 
Chemical Cut,-1000000 
Por amor en el caserio,-1000000 
Cam,-1000000 
Alien Psychosis,-1000000 
Spare Parts,-1000000 
And Then Came Love,-980842 
Hard Candy,7317066 
Charly,-135334 
Ant?nia - O Filme,-660211 
Banshee Chapter,-871878 
Trance,-950000 
Jesse,-950000 
Ask Me Anything,-950000 
L!fe Happens,-899095 
Lowriders,5272421 
Food Chains,-912824 
On the Waterfront,8690000 
Fruitvale Station,16649645 
Meet the Blacks,8197072 
"4 luni, 3 saptamani si 2 zile",11093156 
The Miseducation of Cameron Post,1119874 
Circumstance,58978 
The Quiet,-518580 
The House of the Devil,-797188 
The Giant Mechanical Man,-892604 
The Brass Teapot,-486267 
40 Weeks,-900000 
Le bonheur d'Elza,-900000 
Searching,74756047 
Bambi,267142000 
"For a Good Time, Call",536088 
Latter Days,15708 
The Hammer,-407362 
Windsor Drive,-846744 
Snitch,-850000 
Harrison Montgomery,-850000 
The Abandoned,-850000 
Celeste and Jesse Forever,2947689 
Time Changer,675711 
London to Brighton,-214224 
Crying With Laughter,-803091 
Billy Jack,97200000 
Jodaeiye Nader az Simin,23626169 
Welcome to the Dollhouse,4234794 
Raising Victor Vargas,2100578 
Ruby in Paradise,201437 
Pandora's Box,81950 
Cama adentro,-599567 
Deterrence,-428353 
The Mudge Boy,-737456 
The Young Unknowns,-741837 
D?d sn?,1394020 
Not Cool,-764312 
Kill List,-337794 
Vessel,-800000 
Saints and Soldiers,530470 
American Graffiti,139223000 
Iraq for Sale: The War Profiteers,-775000 
Kevin Hart: Laugh at My Pain,6962436 
Aqua Teen Hunger Force Colon Movie Film for The…,4770368 
Safety Not Guaranteed,3672318 
Bikur Ha-Tizmoret,14411647 
Best of Enemies,190936 
Il conformista,-595861 
The Innkeepers,261535 
Interview with the Assassin,-702671 
Undead,-520750 
Donkey Punch,64801 
All the Boys Love Mandy Lane,1210521 
Destiny,-749550 
Bled,-750000 
Adulterers,-750000 
Rust Creek,-750000 
La mariée était en noir,-702434 
High Noon,7270000 
Hoop Dreams,11068371 
Rize,4157731 
Half Nelson,4211725 
L.I.E.,440965 
Columbus,410511 
Naturally Native,-689492 
B-Girl,-698840 
Walter,-700000 
King Kong,9329781 
House of Wax,23142000 
Hav Plenty,1651777 
Escape from Tomorrow,-478038 
Abacus: Small Enough to Jail,-536721 
"Christian Mingle, The Movie",-621824 
That Way Madness Lies,-648553 
After,-650000 
The Hadza: Last of the First,-650000 
Starsuckers,-625188 
Treachery,-625000 
My Little Chickadee,-625000 
Top Hat,2593000 
The Blair Witch Project,247700000 
Woodstock,34099266 
The Kentucky Fried Movie,19400000 
Per qualche dollaro in più,3700000 
Mercy Streets,-426401 
Water & Power,-557443 
Arnolds Park,-576384 
Broken Vessels,-514657 
Drunk Wedding,-596699 
They Will Have to Kill Us First,-592057 
Crop Circles: Quest for Truth,-600000 
The Maid's Room,-600000 
Light from the Darkroom,-600000 
Irreplaceable,-600000 
A Hard Day's Night,1066784 
The Harvest/La Cosecha,-556291 
Julija in alfa Romeo,-551538 
Mata Hari,342000 
Friday the 13th,59204601 
Love Letters,4719990 
Faith Connections,-540889 
High Road,-546173 
Theeb,505135 
Fireproof,32973297 
Benji,31059560 
Open Water,55018641 
Kingdom of the Spiders,16500000 
Mad Hot Ballroom,8887581 
The Station Agent,8970209 
To Save a Life,3324868 
Wordplay,2677636 
Beyond the Mat,1547570 
The Singles Ward,750798 
Sholem Aleichem: Laughing in the Darkness,631261 
Osama,1471479 
Groove,667524 
The R.M.,611615 
Twin Falls Idaho,527228 
Mean Creek,848750 
Drinking Buddies,-92900 
Hurricane Streets,-132418 
Flower,-109197 
Never Again,-191207 
Shichinin no samurai,-196749 
Civil Brand,-245707 
Monsters,5139730 
Madeline’s Madeline,-302660 
Lonesome Jim,102789 
Deceptive Practice: The Mysteries and Mentors o…,-347551 
The Other Dream Team,-185556 
O Menino e o Mundo,-219033 
Rubber,180914 
Johnny Suede,-445000 
Finishing the Game,-446799 
Kiss the Bride,-467967 
The Journey,-480200 
Home,44293168 
The Slaughter Rule,-486866 
The Living Wake,-487768 
Scott Walker: 30 Century Man,-422879 
The Californians,-495866 
Born to Fly: Elizabeth Streb vs. Gravity,-498178 
Detention of the Dead,-498222 
Higher Power,-499472 
Feng kuang de shi tou,2500000 
Now is Good,1641436 
Griffin & Phoenix,855967 
The True Cost,-269638 
Everything Put Together,-492110 
Drones,-500000 
Enter Nowhere,-500000 
